0,0,0,0,0,0,0,0,704,0,0,0,0,0,0,0,0
0,0,0,630,499,510,749,526,729,568,850,631,590,850,698,0,0
0,0,0,0,352,0,0,365,0,0,0,0,0,0,0,0,0
0,630,0,0,379,0,0,394,497,0,551,0,0,0,0,0,0
0,499,352,379,0,332,0,338,412,0,448,0,0,0,402,0,0
0,510,0,0,332,0,0,343,420,0,0,0,0,0,0,0,0
0,749,0,0,0,0,0,0,569,0,0,0,0,0,0,0,0
0,526,365,394,338,343,0,0,430,0,470,0,0,0,419,0,0
704,729,0,497,412,420,569,430,0,458,625,498,472,625,539,378,0
0,568,0,0,0,0,0,0,458,0,0,0,0,0,0,0,0
0,850,0,551,448,0,0,470,625,0,0,552,520,712,603,0,0
0,631,0,0,0,0,0,0,498,0,552,0,0,0,0,0,0
0,590,0,0,0,0,0,0,472,0,520,0,0,0,0,0,0
0,850,0,0,0,0,0,0,625,0,712,0,0,0,0,0,0
0,698,0,0,402,0,0,419,539,0,603,0,0,0,0,370,0
0,0,0,0,0,0,0,0,378,0,0,0,0,0,370,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
