"This file contains the results of the simulation for the region.Params: number of Infected, number of Exposed, number of Severe Infected,  number of Quarantined,   number of Immunized, number of Susceptible, number of Dead "
0.0,10.0,0.0,0.0,0.0,794165.0,0.0
0.0,15.0,0.0,0.0,0.0,794161.0,0.0
0.0,7.0,0.0,0.0,0.0,794142.0,0.0
0.0,8.0,0.0,0.0,0.0,794138.0,0.0
