"This file contains the results of the simulation for the region.Params: number of Infected, number of Exposed, number of Severe Infected,  number of Quarantined,   number of Immunized, number of Susceptible, number of Dead "
0.0,10.0,0.0,0.0,0.0,753804.0,0.0
0.0,7.0,0.0,0.0,0.0,753803.0,0.0
0.0,5.0,0.0,0.0,0.0,753799.0,0.0
0.0,5.0,0.0,0.0,0.0,753798.0,0.0
