"This file contains the results of the simulation for the region.Params: number of Infected, number of Exposed, number of Severe Infected,  number of Quarantined,   number of Immunized, number of Susceptible, number of Dead "
0.0,10.0,0.0,0.0,0.0,738587.0,0.0
0.0,6.0,0.0,0.0,0.0,738590.0,0.0
0.0,18.0,0.0,0.0,0.0,738600.0,0.0
0.0,13.0,0.0,0.0,0.0,738603.0,0.0
