"This file contains the results of the simulation for the region.Params: number of Infected, number of Exposed, number of Severe Infected,  number of Quarantined,   number of Immunized, number of Susceptible, number of Dead "
0.0,10.0,0.0,0.0,0.0,678224.0,0.0
0.0,16.0,0.0,0.0,0.0,678223.0,0.0
0.0,15.0,0.0,0.0,0.0,678215.0,0.0
0.0,15.0,0.0,0.0,0.0,678214.0,0.0
