"This file contains the results of the simulation for the region.Params: number of Infected, number of Exposed, number of Severe Infected,  number of Quarantined,   number of Immunized, number of Susceptible, number of Dead "
0.0,10.0,0.0,0.0,0.0,872736.0,0.0
0.0,11.0,0.0,0.0,0.0,872734.0,0.0
0.0,5.0,0.0,0.0,0.0,872725.0,0.0
0.0,3.0,0.0,0.0,0.0,872723.0,0.0
