Day ,Infected ,Exposed ,Severe  Infected ,Quarantined ,Immunized ,Susceptible ,Dead ,Initial  Exposed ,Susceptible  to  Exposed  transition  constant ,Daily  Quarantine  rate  of  the  Exposed ,Daily  Infected  to  Severe  Infected  transition  rate ,Hospital  Capacity ,Severe  Infected  to  Dead  transition  probability ,Severe  Infected  to  Dead  transition  probability  (Hospital  Cap.  Exceeded) ,Infected  to  Recovery  Immunized  transition  probability ,Disease  transmission  rate  of  Exposed  compared  to  Infected ,Disease  transmission  rate  of  Quarantined  compared  to  Infected ,Disease  transmission  rate  of  Severe  Infected  compared  to  Infected ,Incubation  period  (Days) ,Infection    period  (Days) ,Leakage  ratio ,Traffic  ratio ,Airway ,Railway ,Highway
36.0,31.0,123.0,0.0,3.0,0.0,794028.0,0.0,0.0,30.0,2.0,0.35,465.0,7.0,11.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,1.0,1.0,1.0,1.0
37.0,42.0,198.0,0.0,3.0,0.0,793940.0,0.0,0.0,30.0,2.0,0.35,465.0,7.0,11.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,1.0,1.0,1.0,1.0
38.0,60.0,314.0,0.0,6.0,0.0,793799.0,0.0,0.0,30.0,2.0,0.35,465.0,7.0,11.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,1.0,1.0,1.0,1.0
39.0,84.0,460.0,1.0,9.0,0.0,793616.0,0.0,0.0,30.0,2.0,0.35,465.0,7.0,11.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,1.0,1.0,1.0,1.0
40.0,149.0,639.0,1.0,13.0,0.0,793358.0,0.0,0.0,30.0,2.0,0.35,465.0,7.0,11.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,1.0,1.0,1.0,1.0
41.0,232.0,923.0,1.0,21.0,0.0,792980.0,0.0,0.0,30.0,2.0,0.35,465.0,7.0,11.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,1.0,1.0,1.0,1.0
42.0,379.0,1313.0,1.0,32.0,1.0,792438.0,0.0,0.0,30.0,2.0,0.35,465.0,7.0,11.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,1.0,1.0,1.0,1.0
43.0,555.0,1856.0,1.0,52.0,2.0,791676.0,0.0,0.0,30.0,2.0,0.35,465.0,7.0,11.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,1.0,1.0,1.0,1.0
44.0,840.0,2611.0,1.0,80.0,5.0,790598.0,0.0,0.0,30.0,2.0,0.35,465.0,7.0,11.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,1.0,1.0,1.0,1.0
45.0,1169.0,3722.0,2.0,128.0,7.0,789087.0,0.0,0.0,30.0,2.0,0.35,465.0,7.0,11.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,1.0,1.0,1.0,1.0
46.0,1669.0,5301.0,4.0,194.0,9.0,786967.0,0.0,0.0,30.0,2.0,0.35,465.0,7.0,11.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,1.0,1.0,1.0,1.0
47.0,2371.0,7408.0,11.0,281.0,16.0,784027.0,0.0,0.0,30.0,2.0,0.35,465.0,7.0,11.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,1.0,1.0,1.0,1.0
48.0,3353.0,10313.0,16.0,422.0,26.0,779982.0,0.0,0.0,30.0,2.0,0.35,465.0,7.0,11.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,1.0,1.0,1.0,1.0
49.0,4660.0,14331.0,27.0,556.0,34.0,774456.0,0.0,0.0,30.0,2.0,0.35,465.0,7.0,11.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,1.0,1.0,1.0,1.0
50.0,6493.0,19699.0,48.0,739.0,56.0,766966.0,0.0,0.0,30.0,2.0,0.35,465.0,7.0,11.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,1.0,1.0,1.0,1.0
