0,0,0,629.704391412368,499.438387024606,510.491289892838,749.021352373681,525.707589794962,728.586142292528,568.481057151067,849.603241801584,631.29316935982,590.388177975603,849.584855260776,698.394058947702,0,0
0,0,0,0,0,0,0,0,662.568233705412,0,0,0,0,0,0,0,0
0,0,0,0,352.321179532619,0,0,365.194288773706,0,0,0,0,0,0,0,0,0
629.707449710453,0,0,0,378.668633029831,0,0,393.579843738759,497.23940635795,0,550.781391656988,0,0,0,0,0,0
499.440310868242,0,0,378.668633029831,0,332.040378294397,0,338.411448975175,412.31911762262,0,448.469786190313,0,0,0,402.472627281013,0,0
510.493299830752,0,0,0,332.040378294397,0,0,343.450106028738,419.823347981465,0,0,0,0,0,0,0,0
749.025679456078,0,0,0,0,0,0,0,568.785385428617,0,0,0,0,0,0,0,0
525.709721340006,0,365.194288773706,393.579843738759,338.411448975176,343.450106028738,0,0,430.060342237924,0,469.537844813978,0,0,0,419.359270319447,0,0
728.590236487432,704.312976817114,0,497.23940635795,412.319117622621,419.823347981465,568.785385428617,430.060342237924,0,458.267731109843,624.969946567919,498.229532202219,472.398286923226,624.959997361064,539.108741980453,378.257506301573,0
568.483549668241,0,0,0,0,0,0,0,458.267731109843,0,0,0,0,0,0,0,0
849.60880903496,0,0,550.781391656988,448.469786190313,0,0,469.537844813978,624.969946567919,0,0,551.996488702986,520.465620771476,711.9459024679,602.623085099231,0,0
631.296243109911,0,0,0,0,0,0,0,498.229532202219,0,551.996488702986,0,0,0,0,0,0
590.390866299188,0,0,0,0,0,0,0,472.398286923226,0,520.465620771476,0,0,0,0,0,0
849.590422253188,0,0,0,0,0,0,0,624.959997361064,0,711.9459024679,0,0,0,0,0,0
698.397820851381,0,0,0,0,0,0,419.359270319447,539.108741980453,0,602.623085099231,0,0,0,0,369.954272983912,0
0,0,0,0,0,0,0,0,378.257506301573,0,0,0,0,0,369.954272983912,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
