"This file contains the results of the simulation for the region.Params: number of Infected, number of Exposed, number of Severe Infected,  number of Quarantined,   number of Immunized, number of Susceptible, number of Dead "
0.0,10.0,0.0,0.0,0.0,1854556.0,0.0
0.0,19.0,0.0,0.0,0.0,1854586.0,0.0
0.0,34.0,0.0,0.0,0.0,1854703.0,0.0
0.0,34.0,0.0,0.0,0.0,1854732.0,0.0
